Transaction_ID,Date,Time,Sender_Bank,Receiver_Bank,UPI_App,Transaction_Type,Amount_INR,Status,Failure_Reason,City,Device_Type,Response_Time_ms,Is_Weekend
UPI100000185,2025-10-02,13:01:21,Axis Bank,Punjab National Bank,BHIM,Fund Transfer,560.72,Success,NA,Chandigarh,iOS,348,False
UPI100000186,2025-06-07,03:24:49,SBI,Axis Bank,PhonePe,P2P,1118.73,Failed,Account Blocked/Frozen,Lucknow,Android,645,True
UPI100000187,2025-03-12,05:12:23,SBI,IndusInd Bank,Amazon Pay,P2M,3757.03,Success,NA,Bengaluru,Android,1403,False
UPI100000188,2025-06-21,19:43:51,IndusInd Bank,Union Bank,Amazon Pay,Fund Transfer,2575.45,Pending,NA,Jaipur,iOS,240,True
UPI100000189,2025-01-10,21:09:13,Yes Bank,IndusInd Bank,Mobikwik,P2P,415.49,Success,NA,Ludhiana,iOS,1433,False
UPI100000190,2025-03-01,08:51:50,IndusInd Bank,Yes Bank,PhonePe,Bill Payment,1476.69,Success,NA,Ludhiana,Android,197,True
UPI100000191,2025-04-18,04:53:53,SBI,Bank of Baroda,Amazon Pay,P2P,304.84,Failed,Incorrect UPI PIN,Kolkata,Android,682,False
UPI100000192,2025-05-18,20:44:56,Yes Bank,Yes Bank,PhonePe,Bill Payment,1373.4,Success,NA,Lucknow,iOS,522,True
UPI100000193,2025-08-29,15:29:14,Bank of Baroda,Canara Bank,BHIM,Fund Transfer,174.91,Success,NA,Lucknow,iOS,306,False
UPI100000194,2025-02-05,20:22:59,ICICI,Yes Bank,Mobikwik,P2P,395.55,Success,NA,Delhi,Android,635,False
UPI100000195,2025-05-10,19:36:27,Punjab National Bank,IDBI Bank,Paytm,Merchant Payment,484.43,Success,NA,Chandigarh,iOS,259,True
UPI100000196,2025-02-27,20:34:29,Kotak Mahindra,HDFC,CRED,Recharge,1636.35,Success,NA,Ludhiana,Android,550,False
UPI100000197,2025-09-21,00:11:01,IDBI Bank,IndusInd Bank,BHIM,Merchant Payment,299.11,Success,NA,Jaipur,Android,663,True
UPI100000198,2025-06-07,19:03:39,SBI,IDBI Bank,Mobikwik,Recharge,976.21,Success,NA,Pune,iOS,2974,True
UPI100000199,2025-04-28,17:25:11,IDBI Bank,SBI,Google Pay,Fund Transfer,1113.95,Success,NA,Ludhiana,iOS,1176,False
UPI100000200,2025-06-10,21:15:59,IDBI Bank,Kotak Mahindra,BHIM,P2M,107.78,Failed,Beneficiary Bank Unavailable,Ludhiana,Android,407,False
UPI100000201,2025-12-07,09:53:05,Union Bank,Yes Bank,Google Pay,P2P,556.9,Success,NA,Pune,iOS,784,True
UPI100000202,2025-11-07,23:09:22,Kotak Mahindra,Union Bank,CRED,Fund Transfer,1264.06,Success,NA,Kolkata,Android,454,False
UPI100000203,2025-06-15,06:59:29,ICICI,Canara Bank,PhonePe,Fund Transfer,1927.09,Failed,Beneficiary Bank Unavailable,Delhi,iOS,117,True
UPI100000204,2025-06-12,01:52:01,Union Bank,HDFC,Paytm,P2M,4741.14,Success,NA,Lucknow,Android,734,False
UPI100000205,2025-09-10,17:51:49,SBI,Axis Bank,CRED,Fund Transfer,234.84,Pending,NA,Jalandhar,Android,355,False
UPI100000206,2025-01-25,19:48:28,Punjab National Bank,HDFC,Mobikwik,Merchant Payment,49.23,Failed,Network Timeout,Patiala,iOS,1249,True
UPI100000207,2025-05-08,03:17:51,IDBI Bank,Axis Bank,PhonePe,Merchant Payment,177.51,Success,NA,Patiala,Android,823,False
UPI100000208,2025-03-01,20:02:26,ICICI,Punjab National Bank,Paytm,P2M,933.72,Failed,Duplicate Transaction,Ludhiana,Android,823,True
UPI100000209,2025-03-24,12:28:56,ICICI,Punjab National Bank,Google Pay,Recharge,552.05,Failed,Account Blocked/Frozen,Amritsar,iOS,852,False
UPI100000210,2025-02-09,06:28:32,Punjab National Bank,Bank of Baroda,BHIM,Recharge,296.29,Success,NA,Bengaluru,Android,1080,True
UPI100000211,2025-04-26,15:50:22,ICICI,Bank of Baroda,Paytm,Recharge,995.61,Failed,Invalid VPA,Mumbai,iOS,278,True
UPI100000212,2025-03-03,01:49:08,Kotak Mahindra,Kotak Mahindra,CRED,Merchant Payment,2152.49,Failed,Beneficiary Bank Unavailable,Mumbai,Android,362,False
UPI100000213,2025-08-30,15:42:12,Punjab National Bank,HDFC,Amazon Pay,Merchant Payment,75.35,Success,NA,Amritsar,iOS,880,True
UPI100000214,2025-11-04,08:08:20,IndusInd Bank,Axis Bank,PhonePe,Recharge,428.54,Success,NA,Chandigarh,Android,811,False
UPI100000215,2025-02-11,15:21:56,IndusInd Bank,SBI,Google Pay,P2P,1622.46,Reversed,Bank Server Down,Kolkata,iOS,285,False
UPI100000216,2025-01-10,05:38:01,IDBI Bank,Canara Bank,Amazon Pay,Recharge,1530.86,Success,NA,Ahmedabad,iOS,859,False
UPI100000217,2025-03-20,20:26:56,IDBI Bank,Bank of Baroda,Mobikwik,Merchant Payment,254.08,Success,NA,Amritsar,Android,962,False
UPI100000218,2025-11-29,16:55:20,Bank of Baroda,Union Bank,Google Pay,Merchant Payment,2440.22,Failed,Insufficient Balance,Mumbai,iOS,1120,True
UPI100000219,2025-11-10,02:49:02,Axis Bank,Union Bank,BHIM,Bill Payment,1634.27,Failed,Duplicate Transaction,Lucknow,Android,688,False
UPI100000220,2025-12-18,21:11:35,IndusInd Bank,Kotak Mahindra,CRED,Recharge,3447.48,Success,NA,Hyderabad,Android,3033,False
UPI100000221,2025-02-18,14:09:39,Axis Bank,Yes Bank,Google Pay,P2P,1143.5,Failed,Bank Server Down,Lucknow,Android,157,False
UPI100000222,2025-12-13,04:45:53,Kotak Mahindra,Punjab National Bank,Mobikwik,Recharge,265.54,Failed,Insufficient Balance,Hyderabad,iOS,253,True
UPI100000223,2025-06-02,19:28:39,Union Bank,IDBI Bank,PhonePe,P2P,278.12,Failed,Network Timeout,Mumbai,iOS,225,False
UPI100000224,2025-06-23,23:21:20,Canara Bank,Punjab National Bank,Paytm,P2M,2548.8,Pending,NA,Amritsar,iOS,2059,False
UPI100000225,2025-01-18,07:47:24,Punjab National Bank,Canara Bank,WhatsApp Pay,Fund Transfer,2257.16,Success,NA,Ahmedabad,iOS,680,True
UPI100000226,2025-08-23,16:18:32,Kotak Mahindra,IDBI Bank,Amazon Pay,Merchant Payment,280.15,Failed,Network Timeout,Ahmedabad,iOS,242,True
UPI100000227,2025-03-29,08:15:39,Kotak Mahindra,Union Bank,Amazon Pay,Merchant Payment,2050.49,Success,NA,Bengaluru,Android,181,True
UPI100000228,2025-01-30,01:38:46,IDBI Bank,Yes Bank,Mobikwik,Merchant Payment,271.66,Success,NA,Hyderabad,Android,1132,False
UPI100000229,2025-01-03,22:52:48,Axis Bank,Canara Bank,Paytm,P2M,1617.49,Failed,Daily Limit Exceeded,Jalandhar,Android,813,False
UPI100000230,2025-03-07,08:47:36,Yes Bank,Axis Bank,BHIM,Fund Transfer,2836.28,Success,NA,Kolkata,Android,58,False
UPI100000231,2025-05-01,05:31:13,Punjab National Bank,Yes Bank,BHIM,Bill Payment,2127.51,Success,NA,Bengaluru,iOS,607,False
UPI100000232,2025-07-05,02:39:56,Axis Bank,Axis Bank,PhonePe,Fund Transfer,1358.58,Success,NA,Mumbai,iOS,1001,True
UPI100000233,2025-07-21,17:53:49,Axis Bank,IDBI Bank,Google Pay,Merchant Payment,156.4,Success,NA,Delhi,Android,872,False
UPI100000234,2025-08-04,13:34:28,IndusInd Bank,Bank of Baroda,BHIM,Recharge,91.37,Success,NA,Jalandhar,iOS,787,False
UPI100000235,2025-07-07,07:58:51,ICICI,SBI,CRED,Fund Transfer,252.01,Success,NA,Kolkata,iOS,3262,False
UPI100000236,2025-04-27,12:12:14,Axis Bank,ICICI,Mobikwik,Merchant Payment,249.29,Failed,Beneficiary Bank Unavailable,Amritsar,iOS,421,True
UPI100000237,2025-04-23,23:32:10,IDBI Bank,Union Bank,CRED,Bill Payment,1994.22,Failed,Insufficient Balance,Amritsar,iOS,858,False
UPI100000238,2025-08-28,23:18:50,Kotak Mahindra,IDBI Bank,Paytm,P2P,4513.01,Failed,Network Timeout,Patiala,iOS,375,False
UPI100000239,2025-04-17,01:46:37,Kotak Mahindra,Kotak Mahindra,Google Pay,Bill Payment,542.28,Reversed,Bank Server Down,Chandigarh,iOS,254,False
UPI100000240,2025-03-10,17:26:52,Punjab National Bank,Axis Bank,Google Pay,Merchant Payment,929.25,Success,NA,Bengaluru,iOS,117,False
UPI100000241,2025-08-19,15:43:34,HDFC,ICICI,Google Pay,P2P,20.58,Failed,Account Blocked/Frozen,Kolkata,iOS,457,False
UPI100000242,2025-03-25,03:52:55,Yes Bank,Axis Bank,Amazon Pay,Fund Transfer,508.49,Failed,Invalid VPA,Kolkata,Android,276,False
UPI100000243,2025-08-08,20:33:17,Canara Bank,IndusInd Bank,Mobikwik,Fund Transfer,850.25,Success,NA,Bengaluru,iOS,186,False
UPI100000244,2025-08-16,16:24:23,Union Bank,Axis Bank,PhonePe,P2M,1248.28,Failed,Bank Server Down,Amritsar,Android,391,True
UPI100000245,2025-05-07,03:58:09,Canara Bank,Union Bank,BHIM,Merchant Payment,90.51,Success,NA,Jalandhar,Android,595,False
UPI100000246,2025-01-21,07:50:28,ICICI,Bank of Baroda,PhonePe,Merchant Payment,1259.75,Success,NA,Jaipur,Android,800,False
UPI100000247,2025-06-10,02:02:25,Punjab National Bank,Axis Bank,CRED,P2M,149.56,Success,NA,Amritsar,Android,3200,False
UPI100000248,2025-03-02,02:05:21,IDBI Bank,IndusInd Bank,Paytm,P2P,2363.16,Success,NA,Ludhiana,iOS,255,True
UPI100000249,2025-04-08,19:13:04,IndusInd Bank,Punjab National Bank,Amazon Pay,P2M,1646.81,Failed,NPCI Switch Error,Ludhiana,iOS,474,False
UPI100000250,2025-05-05,19:14:46,Kotak Mahindra,IDBI Bank,Mobikwik,Fund Transfer,2472.97,Success,NA,Chandigarh,Android,600,False
UPI100000251,2025-02-01,17:44:38,Punjab National Bank,Axis Bank,PhonePe,Recharge,2130.51,Success,NA,Hyderabad,iOS,1731,True
UPI100000252,2025-08-02,04:08:59,Union Bank,Yes Bank,Mobikwik,P2M,2093.82,Success,NA,Ludhiana,Android,129,True
UPI100000253,2025-02-13,06:34:08,IndusInd Bank,Axis Bank,Paytm,Fund Transfer,707.66,Success,NA,Ahmedabad,iOS,128,False
UPI100000254,2025-07-16,00:42:31,IDBI Bank,IndusInd Bank,Mobikwik,Recharge,2371.5,Success,NA,Mumbai,iOS,1329,False
UPI100000255,2025-02-16,11:20:46,Canara Bank,HDFC,PhonePe,Recharge,1795.59,Success,NA,Pune,iOS,1606,True
UPI100000256,2025-09-16,00:04:42,HDFC,Union Bank,Mobikwik,Fund Transfer,237.48,Failed,Transaction Timeout,Mumbai,iOS,899,False
UPI100000257,2025-04-17,18:50:43,Kotak Mahindra,Kotak Mahindra,Paytm,P2P,2451.43,Success,NA,Amritsar,Android,581,False
UPI100000258,2025-01-21,15:41:21,Axis Bank,IDBI Bank,WhatsApp Pay,P2M,846.59,Failed,Duplicate Transaction,Mumbai,Android,128,False
UPI100000259,2025-07-15,06:43:37,Punjab National Bank,ICICI,Amazon Pay,Recharge,2939.76,Success,NA,Ludhiana,iOS,1040,False
UPI100000260,2025-12-30,07:21:15,Yes Bank,Punjab National Bank,Mobikwik,P2M,2576.0,Pending,NA,Jalandhar,iOS,274,False
UPI100000261,2025-06-05,23:49:11,IndusInd Bank,SBI,Amazon Pay,Bill Payment,239.68,Failed,Bank Server Down,Lucknow,Android,892,False
UPI100000262,2025-06-25,11:37:35,Kotak Mahindra,SBI,Amazon Pay,Recharge,965.96,Reversed,NPCI Switch Error,Amritsar,iOS,1125,False
UPI100000263,2025-03-07,10:22:26,Canara Bank,Canara Bank,BHIM,Fund Transfer,2914.18,Failed,Transaction Timeout,Pune,Android,114,False
UPI100000264,2025-03-08,17:34:38,Kotak Mahindra,Punjab National Bank,Paytm,P2P,553.49,Success,NA,Jalandhar,iOS,1689,True
UPI100000265,2025-02-08,14:08:59,HDFC,ICICI,Google Pay,Fund Transfer,1676.33,Success,NA,Ahmedabad,iOS,523,True
UPI100000266,2025-02-07,18:14:37,Axis Bank,Punjab National Bank,Mobikwik,Fund Transfer,728.02,Reversed,Bank Server Down,Ahmedabad,iOS,64,False
UPI100000267,2025-12-10,17:08:29,IndusInd Bank,Kotak Mahindra,CRED,Fund Transfer,2941.51,Failed,Incorrect UPI PIN,Chandigarh,iOS,1011,False
UPI100000268,2025-10-11,01:24:35,Bank of Baroda,Yes Bank,Paytm,Recharge,2662.6,Failed,Network Timeout,Jalandhar,iOS,1023,True
UPI100000269,2025-11-13,14:24:35,Canara Bank,SBI,WhatsApp Pay,P2P,28.72,Success,NA,Jaipur,iOS,779,False
UPI100000270,2025-08-15,03:07:20,Union Bank,Yes Bank,BHIM,Bill Payment,3507.94,Pending,NA,Jaipur,Android,769,False
UPI100000271,2025-04-30,19:41:50,Bank of Baroda,SBI,Mobikwik,Fund Transfer,851.03,Failed,Bank Server Down,Mumbai,Android,910,False
UPI100000272,2025-10-31,16:17:23,Punjab National Bank,ICICI,BHIM,P2P,2016.63,Success,NA,Jaipur,iOS,1673,False
UPI100000273,2025-08-04,16:37:51,SBI,Canara Bank,Amazon Pay,Recharge,3633.24,Success,NA,Jaipur,Android,1834,False
UPI100000274,2025-04-03,22:52:05,Canara Bank,Punjab National Bank,Paytm,Fund Transfer,1353.62,Success,NA,Delhi,Android,624,False
UPI100000275,2025-01-28,08:33:15,ICICI,Kotak Mahindra,BHIM,P2M,485.29,Success,NA,Jaipur,Android,300,False
UPI100000276,2025-09-19,00:37:41,Yes Bank,HDFC,Google Pay,Merchant Payment,969.39,Failed,Transaction Timeout,Chandigarh,iOS,557,False
UPI100000277,2025-04-03,11:50:04,SBI,ICICI,Mobikwik,Fund Transfer,1425.42,Failed,Transaction Timeout,Amritsar,Android,666,False
UPI100000278,2025-02-18,04:55:09,SBI,Canara Bank,Paytm,Recharge,181.48,Failed,Daily Limit Exceeded,Mumbai,Android,247,False
UPI100000279,2025-04-16,01:31:22,Kotak Mahindra,Yes Bank,Google Pay,Merchant Payment,512.29,Success,NA,Mumbai,Android,1745,False
UPI100000280,2025-07-02,19:04:08,Bank of Baroda,Union Bank,WhatsApp Pay,Bill Payment,908.38,Pending,NA,Patiala,Android,445,False
UPI100000281,2025-01-19,12:19:23,Canara Bank,Canara Bank,Amazon Pay,Merchant Payment,457.96,Success,NA,Amritsar,Android,1063,True
UPI100000282,2025-09-07,22:35:48,Canara Bank,Yes Bank,Paytm,Fund Transfer,88.73,Failed,Beneficiary Bank Unavailable,Amritsar,Android,1692,True
UPI100000283,2025-05-26,19:19:29,Axis Bank,SBI,CRED,Recharge,700.8,Failed,Account Blocked/Frozen,Hyderabad,iOS,1894,False
UPI100000284,2025-11-28,12:20:09,ICICI,Yes Bank,CRED,P2M,1666.52,Success,NA,Ludhiana,Android,770,False
UPI100000285,2025-09-23,20:43:57,HDFC,ICICI,WhatsApp Pay,P2P,1432.34,Pending,NA,Delhi,iOS,152,False
UPI100000286,2025-01-02,08:26:13,ICICI,Canara Bank,PhonePe,P2P,1790.59,Success,NA,Ahmedabad,Android,120,False
UPI100000287,2025-12-23,20:49:24,SBI,Yes Bank,CRED,P2P,114.64,Success,NA,Ahmedabad,iOS,463,False
UPI100000288,2025-03-14,10:13:08,Kotak Mahindra,IndusInd Bank,WhatsApp Pay,Recharge,394.82,Success,NA,Chandigarh,iOS,742,False
UPI100000289,2025-02-10,19:04:30,Bank of Baroda,Canara Bank,Paytm,P2M,703.18,Failed,Account Blocked/Frozen,Amritsar,iOS,425,False
UPI100000290,2025-06-05,21:18:28,Bank of Baroda,Axis Bank,Amazon Pay,P2P,646.69,Failed,NPCI Switch Error,Kolkata,iOS,860,False
UPI100000291,2025-05-06,13:11:38,SBI,SBI,WhatsApp Pay,Merchant Payment,1146.0,Success,NA,Hyderabad,iOS,706,False
UPI100000292,2025-01-31,13:28:35,SBI,HDFC,Amazon Pay,Fund Transfer,51.88,Success,NA,Ahmedabad,Android,437,False
UPI100000293,2025-06-04,02:06:37,Kotak Mahindra,Union Bank,Mobikwik,Bill Payment,271.57,Failed,Duplicate Transaction,Patiala,Android,585,False
UPI100000294,2025-05-02,23:21:32,Punjab National Bank,IndusInd Bank,BHIM,Merchant Payment,973.7,Success,NA,Ludhiana,iOS,680,False
UPI100000295,2025-10-12,17:05:16,Union Bank,Axis Bank,Google Pay,Merchant Payment,5307.41,Success,NA,Mumbai,Android,569,True
UPI100000296,2025-06-11,02:22:36,Kotak Mahindra,Punjab National Bank,Paytm,Bill Payment,670.52,Success,NA,Patiala,Android,206,False
UPI100000297,2025-12-07,12:12:29,IDBI Bank,Punjab National Bank,BHIM,Bill Payment,1233.68,Failed,Account Blocked/Frozen,Hyderabad,Android,519,True
UPI100000298,2025-04-21,17:52:33,Union Bank,Axis Bank,Paytm,Merchant Payment,7646.56,Pending,NA,Hyderabad,iOS,724,False
UPI100000299,2025-09-07,23:32:34,Punjab National Bank,Bank of Baroda,Amazon Pay,Recharge,2881.48,Success,NA,Bengaluru,Android,163,True
UPI100000300,2025-04-01,00:19:00,HDFC,Union Bank,WhatsApp Pay,Merchant Payment,930.03,Failed,Invalid VPA,Ahmedabad,Android,156,False
UPI100000301,2025-07-03,12:48:19,Yes Bank,IndusInd Bank,BHIM,Fund Transfer,251.66,Success,NA,Kolkata,iOS,1173,False
UPI100000302,2025-03-11,20:11:42,Bank of Baroda,IndusInd Bank,BHIM,Fund Transfer,1118.61,Success,NA,Pune,Android,794,False
UPI100000303,2025-07-11,18:59:04,ICICI,HDFC,Google Pay,Bill Payment,3382.89,Success,NA,Kolkata,Android,787,False
UPI100000304,2025-08-27,14:26:11,Bank of Baroda,ICICI,Mobikwik,P2P,101.97,Failed,Insufficient Balance,Amritsar,Android,1838,False
UPI100000305,2025-05-27,11:15:10,Kotak Mahindra,ICICI,Paytm,Merchant Payment,1081.35,Success,NA,Pune,iOS,1200,False
UPI100000306,2025-01-22,10:03:08,Kotak Mahindra,Union Bank,Paytm,Fund Transfer,1133.71,Success,NA,Mumbai,iOS,1420,False
UPI100000307,2025-06-18,14:41:27,ICICI,Canara Bank,WhatsApp Pay,P2P,2375.41,Reversed,Bank Server Down,Hyderabad,iOS,1460,False
UPI100000308,2025-11-23,03:01:26,ICICI,SBI,BHIM,P2P,1513.21,Failed,Transaction Timeout,Hyderabad,Android,1430,True
UPI100000309,2025-07-20,03:09:50,SBI,Axis Bank,Paytm,P2M,175.4,Success,NA,Ludhiana,iOS,313,True
UPI100000310,2025-09-17,02:23:25,Kotak Mahindra,Union Bank,Paytm,Bill Payment,1509.87,Success,NA,Ludhiana,Android,2532,False
UPI100000311,2025-05-03,20:34:45,HDFC,Canara Bank,Google Pay,P2M,2383.58,Success,NA,Kolkata,iOS,110,True
UPI100000312,2025-01-13,17:41:11,IDBI Bank,HDFC,CRED,Bill Payment,2450.51,Pending,NA,Jalandhar,Android,1942,False
UPI100000313,2025-08-09,06:36:22,Punjab National Bank,Bank of Baroda,Google Pay,P2P,1544.46,Reversed,Duplicate Transaction,Chandigarh,Android,480,True
UPI100000314,2025-10-08,08:32:30,SBI,Bank of Baroda,CRED,Fund Transfer,917.56,Success,NA,Bengaluru,iOS,860,False
UPI100000315,2025-01-14,08:52:01,IDBI Bank,Axis Bank,Amazon Pay,Fund Transfer,1252.73,Failed,Duplicate Transaction,Pune,iOS,303,False
UPI100000316,2025-04-29,03:23:57,HDFC,HDFC,Mobikwik,P2M,1928.7,Failed,Insufficient Balance,Jaipur,Android,217,False
UPI100000317,2025-12-15,08:51:37,HDFC,Kotak Mahindra,WhatsApp Pay,P2P,107.11,Success,NA,Jaipur,iOS,276,False
UPI100000318,2025-11-16,19:40:12,IDBI Bank,Union Bank,Google Pay,P2P,218.77,Success,NA,Ludhiana,iOS,728,True
UPI100000319,2025-12-04,11:59:08,ICICI,SBI,WhatsApp Pay,Recharge,1696.54,Failed,Beneficiary Bank Unavailable,Lucknow,Android,442,False
UPI100000320,2025-08-05,06:31:18,IndusInd Bank,Bank of Baroda,Amazon Pay,Merchant Payment,3135.31,Failed,Transaction Timeout,Kolkata,Android,2459,False
UPI100000321,2025-10-08,20:55:57,Yes Bank,Punjab National Bank,BHIM,Bill Payment,1519.08,Reversed,Duplicate Transaction,Mumbai,iOS,2563,False
UPI100000322,2025-01-28,07:06:39,Yes Bank,ICICI,CRED,P2M,1519.42,Success,NA,Jaipur,iOS,1616,False
UPI100000323,2025-01-13,00:37:37,Punjab National Bank,Axis Bank,CRED,P2M,367.37,Success,NA,Ahmedabad,iOS,1747,False
UPI100000324,2025-04-10,21:13:16,Bank of Baroda,HDFC,Google Pay,Recharge,2022.54,Failed,Account Blocked/Frozen,Kolkata,Android,967,False
UPI100000325,2025-11-06,15:05:36,Axis Bank,Punjab National Bank,BHIM,Bill Payment,697.79,Failed,Invalid VPA,Bengaluru,iOS,677,False
UPI100000326,2025-10-30,00:35:00,IndusInd Bank,Punjab National Bank,WhatsApp Pay,P2M,39.28,Failed,NPCI Switch Error,Chandigarh,Android,1116,False
UPI100000327,2025-04-12,10:00:21,Axis Bank,Canara Bank,Amazon Pay,Bill Payment,3161.27,Failed,NPCI Switch Error,Bengaluru,Android,349,True
UPI100000328,2025-06-05,12:09:51,SBI,Canara Bank,BHIM,P2M,2928.73,Success,NA,Lucknow,Android,435,False
UPI100000329,2025-08-21,08:21:56,Kotak Mahindra,Bank of Baroda,Mobikwik,Merchant Payment,637.38,Success,NA,Pune,iOS,871,False
UPI100000330,2025-01-12,12:56:47,Union Bank,Punjab National Bank,BHIM,Merchant Payment,5495.75,Success,NA,Jaipur,iOS,1880,True
UPI100000331,2025-08-13,07:40:06,Yes Bank,Canara Bank,Mobikwik,Merchant Payment,771.26,Failed,Incorrect UPI PIN,Patiala,Android,2266,False
UPI100000332,2025-08-14,08:38:51,IDBI Bank,Bank of Baroda,BHIM,P2M,1319.16,Reversed,NPCI Switch Error,Mumbai,iOS,3848,False
UPI100000333,2025-11-27,17:00:15,IDBI Bank,Kotak Mahindra,Google Pay,P2P,393.08,Failed,NPCI Switch Error,Jaipur,iOS,1552,False
UPI100000334,2025-10-28,15:29:11,Canara Bank,Axis Bank,CRED,Recharge,1554.27,Success,NA,Delhi,iOS,324,False
UPI100000335,2025-07-07,05:16:30,Yes Bank,HDFC,PhonePe,P2P,4011.95,Success,NA,Jaipur,Android,86,False
UPI100000336,2025-06-10,21:18:41,Kotak Mahindra,Union Bank,PhonePe,Merchant Payment,4475.99,Reversed,Bank Server Down,Bengaluru,iOS,1365,False
UPI100000337,2025-07-29,18:05:01,IndusInd Bank,ICICI,WhatsApp Pay,Fund Transfer,894.65,Failed,Duplicate Transaction,Kolkata,Android,167,False
UPI100000338,2025-11-27,13:05:53,Union Bank,IDBI Bank,BHIM,Fund Transfer,182.94,Success,NA,Kolkata,iOS,467,False
UPI100000339,2025-07-06,04:17:29,Yes Bank,IDBI Bank,Paytm,Merchant Payment,871.7,Success,NA,Pune,iOS,829,True
UPI100000340,2025-06-03,16:17:07,IDBI Bank,ICICI,Amazon Pay,Bill Payment,667.85,Success,NA,Ahmedabad,Android,2494,False
UPI100000341,2025-09-04,02:25:11,IndusInd Bank,Canara Bank,WhatsApp Pay,Recharge,436.21,Success,NA,Pune,Android,192,False
UPI100000342,2025-03-29,15:23:08,Kotak Mahindra,IDBI Bank,Google Pay,Merchant Payment,23.62,Success,NA,Kolkata,iOS,1356,True
UPI100000343,2025-08-04,05:10:01,IDBI Bank,Canara Bank,PhonePe,Bill Payment,449.18,Failed,Incorrect UPI PIN,Kolkata,Android,50,False
UPI100000344,2025-08-16,06:36:56,Kotak Mahindra,Canara Bank,CRED,Bill Payment,4656.55,Success,NA,Jaipur,Android,575,True
UPI100000345,2025-11-19,02:32:51,Axis Bank,Punjab National Bank,WhatsApp Pay,Bill Payment,99.15,Success,NA,Lucknow,iOS,828,False
UPI100000346,2025-06-22,01:22:36,Axis Bank,Punjab National Bank,Paytm,P2M,1613.42,Failed,NPCI Switch Error,Lucknow,Android,2981,True
UPI100000347,2025-12-09,08:19:21,Union Bank,Union Bank,Google Pay,P2P,399.51,Reversed,Bank Server Down,Ludhiana,iOS,315,False
UPI100000348,2025-08-09,17:30:43,Punjab National Bank,Union Bank,Mobikwik,Bill Payment,846.62,Failed,Incorrect UPI PIN,Chandigarh,Android,398,True
UPI100000349,2025-10-30,11:56:38,Bank of Baroda,IndusInd Bank,Mobikwik,Merchant Payment,825.66,Success,NA,Lucknow,iOS,600,False
UPI100000350,2025-04-26,05:45:00,Canara Bank,Yes Bank,Mobikwik,Bill Payment,1361.37,Failed,PSP Server Error,Ahmedabad,iOS,329,True
UPI100000351,2025-07-14,12:31:35,Axis Bank,HDFC,Amazon Pay,P2M,2622.64,Success,NA,Amritsar,Android,87,False
UPI100000352,2025-04-26,12:11:24,Punjab National Bank,Punjab National Bank,WhatsApp Pay,P2P,10.02,Success,NA,Bengaluru,iOS,94,True
UPI100000353,2025-05-18,23:37:56,Axis Bank,ICICI,Mobikwik,Bill Payment,89.94,Failed,Account Blocked/Frozen,Bengaluru,Android,920,True
UPI100000354,2025-08-27,23:39:20,Punjab National Bank,Bank of Baroda,PhonePe,P2M,3405.64,Success,NA,Ahmedabad,Android,210,False
UPI100000355,2025-02-16,23:48:51,Bank of Baroda,Canara Bank,WhatsApp Pay,Merchant Payment,1182.87,Failed,Duplicate Transaction,Pune,Android,1171,True
UPI100000356,2025-02-01,08:34:41,Yes Bank,SBI,Paytm,P2M,996.29,Success,NA,Delhi,Android,1052,True
UPI100000357,2025-12-23,08:50:45,SBI,SBI,CRED,P2P,293.27,Reversed,NPCI Switch Error,Hyderabad,iOS,1005,False
UPI100000358,2025-04-06,18:44:10,Kotak Mahindra,SBI,CRED,P2M,1968.35,Pending,NA,Amritsar,iOS,1366,True
UPI100000359,2025-03-14,06:00:44,Kotak Mahindra,Kotak Mahindra,BHIM,Recharge,266.76,Failed,Insufficient Balance,Kolkata,iOS,710,False
UPI100000360,2025-07-02,14:48:32,SBI,ICICI,PhonePe,Recharge,2324.11,Success,NA,Ludhiana,Android,70,False
UPI100000361,2025-03-19,07:20:00,HDFC,Bank of Baroda,BHIM,Bill Payment,1052.99,Success,NA,Amritsar,Android,672,False
UPI100000362,2025-07-12,10:53:14,Kotak Mahindra,Canara Bank,Amazon Pay,Fund Transfer,1216.81,Success,NA,Ahmedabad,Android,1653,True
UPI100000363,2025-05-28,04:40:35,IDBI Bank,Bank of Baroda,PhonePe,Fund Transfer,1685.33,Success,NA,Pune,iOS,834,False
UPI100000364,2025-04-24,06:45:35,Bank of Baroda,ICICI,Paytm,P2M,436.55,Failed,Insufficient Balance,Amritsar,iOS,321,False
